timestamp,name,display_name,state,start_mode,start_name,path
2026-08-17 20:44:40,RpcLocator,Remote Procedure Call (RPC) Locator,Stopped,Manual,NT AUTHORITY\NetworkService,C:\Windows\system32\locator.exe
2026-08-17 20:44:40,RpcSs,Remote Procedure Call (RPC),Running,Auto,NT AUTHORITY\NetworkService,C:\Windows\system32\svchost.exe -k rpcss -p
2026-08-17 20:44:40,RtkAudioUniversalService,Realtek Audio Universal Service,Running,Auto,LocalSystem,"""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_0c755fff65745edd\RtkAudUService64.exe"""
2026-08-17 20:44:40,SamSs,Security Accounts Manager,Running,Auto,LocalSystem,C:\Windows\system32\lsass.exe
2026-08-17 20:44:40,SCardSvr,Smart Card,Stopped,Manual,NT AUTHORITY\LocalService,C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation
2026-08-17 20:44:40,ScDeviceEnum,Smart Card Device Enumeration Service,Stopped,Manual,LocalSystem,C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted
2026-08-17 20:44:40,Schedule,Task Scheduler,Running,Auto,LocalSystem,C:\Windows\system32\svchost.exe -k netsvcs -p
2026-08-17 20:44:40,SCPolicySvc,Smart Card Removal Policy,Stopped,Manual,LocalSystem,C:\Windows\system32\svchost.exe -k netsvcs
2026-08-17 20:44:40,SDRSVC,Windows Backup,Stopped,Manual,localSystem,C:\Windows\system32\svchost.exe -k SDRSVC
2026-08-17 20:44:40,seclogon,Secondary Logon,Stopped,Manual,LocalSystem,C:\Windows\system32\svchost.exe -k netsvcs -p
2026-08-17 20:44:40,SecurityHealthService,Windows Security Service,Running,Manual,LocalSystem,C:\Windows\system32\SecurityHealthService.exe
2026-08-17 20:44:40,SEMgrSvc,Payments and NFC/SE Manager,Stopped,Manual,NT AUTHORITY\LocalService,C:\Windows\system32\svchost.exe -k LocalService -p
2026-08-17 20:44:40,SENS,System Event Notification Service,Running,Auto,LocalSystem,C:\Windows\system32\svchost.exe -k netsvcsRedirectionGuard -p
2026-08-17 20:44:40,SensorDataService,Sensor Data Service,Stopped,Manual,LocalSystem,C:\Windows\System32\SensorDataService.exe
2026-08-17 20:44:40,SensorService,Sensor Service,Stopped,Manual,LocalSystem,C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p
2026-08-17 20:44:40,SensrSvc,Sensor Monitoring Service,Stopped,Manual,NT AUTHORITY\LocalService,C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p
2026-08-17 20:44:40,SessionEnv,Remote Desktop Configuration,Stopped,Manual,localSystem,C:\Windows\System32\svchost.exe -k netsvcs -p
2026-08-17 20:44:40,SharedAccess,Internet Connection Sharing (ICS),Stopped,Manual,LocalSystem,C:\Windows\System32\svchost.exe -k netsvcs -p
2026-08-17 20:44:40,ShellHWDetection,Shell Hardware Detection,Running,Auto,LocalSystem,C:\Windows\System32\svchost.exe -k netsvcs -p
2026-08-17 20:44:40,shpamsvc,Shared PC Account Manager,Stopped,Disabled,LocalSystem,C:\Windows\System32\svchost.exe -k netsvcsRedirectionGuard -p
2026-08-17 20:44:40,smphost,Microsoft Storage Spaces SMP,Stopped,Manual,NT AUTHORITY\NetworkService,C:\Windows\System32\svchost.exe -k smphost
2026-08-17 20:44:40,SmsRouter,Microsoft Windows SMS Router Service.,Stopped,Manual,NT Authority\LocalService,C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p
2026-08-17 20:44:40,SNMPTrap,SNMP Trap,Stopped,Manual,NT AUTHORITY\LocalService,C:\Windows\System32\snmptrap.exe
